Specified Values,Specified Attribute Names,panc_type01,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"[-959.9991,3477.99676], [-959.9991,-959.9991], 1.0","cig_years, total_alcadj, sex",0.0,0.09677419354838711,0.967741935483871,1,139.91387834001685,1093,1093,0.08108108108108109,0.0003920232635693387,0,0,True
"[-959.9991,5885.59867], 0.0, 1996.0","tot_Kcal, fh_cancer, rndyear",0.0,0.8758949880668258,0.8758949880668258,1,346.4183739277158,9976,1167,0.08108108108108109,0.0009793248246852367,734,838,True
"[-959.9991,8495.662971887301], [-959.9991,1296.23776425], [-959.9991,2979.6350005], 1.0, 1.0","tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, race7, sex",0.0,0.9141496801071269,0.9141496801071269,1,319.424297770898,9994,1187,0.13513513513513514,0.000994081879532482,6144,6721,True
"0.0, [-959.9991,3023.99825224], [-959.9991,8495.662971887301], [-959.9991,1296.23776425], [-959.9991,4648.234531023999], 1.0, 1.0","cig_stat, total_alcadj, tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, race7, sex",0.0,0.9122807017543859,0.9122807017543859,1,319.2949760268257,9994,1206,0.1891891891891892,0.0009330948557663525,2340,2565,True
"0.0, [-959.9991,1680.0304033800003], 0.0, 1.0","cig_stat, Totalredmeatadj, liver_comorbidity, sex",0.0,0.9067830226100754,0.9067830226100754,1,320.3912529333046,9994,1206,0.10810810810810811,0.0009378943042707698,2286,2521,True
"[-959.9991,2979.6350005], 2.0, 0.0, 6.0","total_GlyIndex, bmi_curc, gallblad_f, educat",0.0,0.8486238532110092,0.8486238532110092,1,336.9513491223472,9994,1233,0.10810810810810811,0.0009441005360885222,370,436,True
"0.0, [-959.9991,1269.8339601], 1.0","cig_stat, bmi_50, race7",0.0,0.8576664630421503,0.8576664630421503,1,309.10027705384283,9994,1261,0.08108108108108109,0.0008884629452976572,2808,3274,True
"[-959.9991,8495.662971887301], [-959.9991,1296.23776425], [-959.9991,3456.54918374], 1.0, 1.0","tot_Kcal, totalfolate_NDSRadj, totalCALCIUMadj, total_Marital, sex",0.0,0.9077736106375724,0.9077736106375724,1,327.1765257852944,9994,1383,0.13513513513513514,0.0010056624049848727,5325,5866,True
"[-959.9991,2832.07718906], [-959.9991,1296.04558691], 4.0","totalcholadj, Totalredmeatadj, educat",0.0,0.8767395626242545,0.8767395626242545,1,339.09616136624,9898,1409,0.08108108108108109,0.0009501100635604931,882,1006,True
"[-959.9991,7420.47738336757], [-959.9991,2979.6350005], [-959.9991,1796.2580809], 0.0, 1.0","totalfolate_NDSRadj, total_GlyIndex, bmi_50, asp, sex",0.0,0.9037433155080213,0.9037433155080213,1,353.54457808327015,9994,1414,0.13513513513513514,0.0010295003806616479,2873,3179,True
"1.0, [-959.9991,2112.0242842], [-959.9991,8495.662971887301], [-959.9991,1296.23776425], [-959.9991,2979.6350005], 1997.0, 1.0","cig_stat, total_fatadj, tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, rndyear, sex",0.0,0.7923076923076923,0.7923076923076923,1,346.6200526275128,9486,1502,0.1891891891891892,0.0009711911774712737,103,130,True
"[-959.9991,8495.662971887301], [-959.9991,2256.2007479500003], 1.0","tot_Kcal, totalfolate_NDSRadj, total_Marital",0.0,0.8746277546158427,0.8746277546158427,1,322.47848491977936,9994,1508,0.08108108108108109,0.0009799526537892238,5874,6716,True
"[-959.9991,1296.23776425], 0.0, 2.0, 1.0","totalfolate_NDSRadj, panc_fh, asppd, sex",0.0,0.9181494661921709,0.9181494661921709,1,328.3921904109885,9826,1557,0.10810810810810811,0.0009201187169062925,258,281,True
"[-959.9991,3244.996985], [-959.9991,2976.02721927], [-959.9991,1595.9759757], [-959.9991,2042.5531396], 1996.0","cig_years, total_fatadj, total_GlyIndex, bmi_20, rndyear",0.0,0.8755113968439509,0.8755113968439509,1,359.5735727744005,9976,1573,0.13513513513513514,0.0010253990959259362,1498,1711,True
"[-959.9991,8495.662971887301], [-959.9991,1296.23776425], [-959.9991,2979.6350005], 3.0, 1.0, 1.0","tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, bmi_curc, total_Marital, sex",0.0,0.9099610067352003,0.9099610067352003,1,358.70993539674026,9955,1607,0.16216216216216217,0.0010223743250155405,2567,2821,True
"[-959.9991,2784.24339578], [-959.9991,1609.9009732], 0.0","totalfolate_NDSRadj, bmi_curr, ibuppd",0.0,0.8703576341127923,0.8703576341127923,1,293.14203264704275,9994,1651,0.08108108108108109,0.000962052605306175,5062,5816,True
"[-959.9991,2976.02721927], [-959.9991,3552.0592355], [-959.9991,3052.8538418000003], 1.0, 1996.0","total_fatadj, totalcholadj, bmi_50, race7, rndyear",0.0,0.8811400848999393,0.8811400848999393,1,363.5781498345351,9976,1651,0.13513513513513514,0.0010394245752686087,1453,1649,True
"[-959.9991,2448.07794572], [-959.9991,1462.998695], 1.0","totalcholadj, age, sex",0.0,0.9049135577797999,0.9049135577797999,1,319.4242244023414,9994,1658,0.08108108108108109,0.0009940813776511154,5967,6594,True
"[-959.9991,1392.00155938], [-959.9991,2112.0242842], [-959.9991,2400.1340576], [-959.9991,1296.23776425], [-959.9991,2187.3171391], 1.0, 1.0","total_alcadj, total_fatadj, totalcarbadj, totalfolate_NDSRadj, bmi_50, race7, sex",0.0,0.9123948579590542,0.9123948579590542,1,319.424297770898,9994,1686,0.1891891891891892,0.000994081879532482,5749,6301,True
"[-959.9991,8495.662971887301], [-959.9991,2979.6350005], [-959.9991,2544.0595644100003], [-959.9991,1329.7941634168797], 0.0, 1997.0","tot_Kcal, total_GlyIndex, Totalredmeatadj, bmi_curr, panc_fh, rndyear",0.0,0.8813708260105448,0.8813708260105448,1,311.83713691243815,9912,1686,0.16216216216216217,0.0009004447884592755,1003,1138,True
"[-959.9991,1296.04558691], 1.0","Totalredmeatadj, total_Marital",0.0,0.8748664733709751,0.8748664733709751,1,322.47848491977936,9994,1721,0.05405405405405406,0.0009799526537892238,5733,6553,True
"[-959.9991,2832.07718906], [-959.9991,1609.9009732], 0.0, 2.0","totalcholadj, bmi_curr, gallblad_f, agelevel",0.0,0.8791708796764408,0.8791708796764408,1,336.914634167371,9955,1726,0.10810810810810811,0.0009761596007053937,1739,1978,True
"[-959.9991,1247.99883]",cig_years,0.0,0.8463251670378619,0.8463251670378619,1,310.3706380964185,9994,1744,0.02702702702702703,0.0009595120618740028,6840,8082,True
"[-959.9991,1967.9981550000002], 0.0","cig_years, diabetes_f",0.0,0.8523980154355016,0.8523980154355016,1,329.14362383931365,9994,1790,0.05405405405405406,0.0009708965242535197,6185,7256,True
"[-959.9991,8495.662971887301], [-959.9991,1296.23776425], [-959.9991,4348.654119232198], 1.0, 1.0","tot_Kcal, totalfolate_NDSRadj, total_GlyIndex, race7, sex",0.0,0.9123959000640615,0.9123959000640615,1,319.424297770898,9994,1822,0.13513513513513514,0.000994081879532482,5697,6244,True
"[-959.9991,5720.924539878896], 1.0, 0.0, 1.0, 1.0","total_GlyIndex, asppd, liver_comorbidity, race7, sex",0.0,0.9143041237113402,0.9143041237113402,2,311.1678148171935,9952,1838,0.13513513513513514,0.001731986536203947,1419,1552,True
0.0,panc_fh,0.0,0.8486903337322165,0.8486903337322165,1,301.0130232140059,9994,1854,0.02702702702702703,0.0009594822433716055,6383,7521,True
"[-959.9991,2784.24339578], [-959.9991,3024.11479803], 0.0, 1.0, 1.0","totalfolate_NDSRadj, totalcholadj, gallblad_f, race7, sex",0.0,0.915387299371947,0.915387299371947,1,319.4336955634591,9994,1858,0.13513513513513514,0.0009941461656134912,5247,5732,True
"1.0, 0.0, 1.0, 9.0, 1.0","asppd, liver_comorbidity, race7, center, sex",0.0,0.952,0.952,1,354.3185762529135,9765,1939,0.13513513513513514,0.0009927615920155759,119,125,True
"[-959.9991,4734.1101304881995], 1.0, 9.0, 1.0","tot_Kcal, race7, center, sex",0.0,0.9440677966101695,0.9440677966101695,4,362.03537191264684,9994,1989,0.10810810810810811,0.004057532811143373,557,590,True
"[-959.9991,2784.24339578], [-959.9991,3024.11479803], 0.0, 0.0, 1.0","totalfolate_NDSRadj, totalcholadj, gallblad_f, liver_comorbidity, race7",0.0,0.8815958815958816,0.8815958815958816,1,314.7706196391925,9994,2034,0.13513513513513514,0.000962248156089108,5480,6216,True
"[-959.9991,2784.24339578], [-959.9991,2979.6350005], [-959.9991,2256.5702417], 0.0, 1997.0","totalfolate_NDSRadj, total_GlyIndex, totalCALCIUMadj, gallblad_f, rndyear",0.0,0.8931583880037488,0.8931583880037488,1,316.0433621113635,9912,2096,0.13513513513513514,0.0009188594436626431,953,1067,True
"[-959.9991,3963.0068500000007], 1.0, [-959.9991,2375.0744118], 0.0, 2.0","tot_Kcal, diabetes_f, bmi_20, asp, sex",1.0,0.5185185185185185,0.5185185185185185,1,247.19150764128196,9992,2169,0.13513513513513514,0.0007109497843113157,28,54,True
"[-959.9991,2976.02721927], 0.0, [-959.9991,2042.5531396], 1.0, 1.0","total_fatadj, panc_fh, bmi_20, agelevel, sex",0.0,0.9120345385860766,0.9120345385860766,1,313.7971435054263,9994,2256,0.13513513513513514,0.0009496530063041827,1690,1853,True
"0.0, [1680.0304033800003,2050.68436776404], 0.0, 1.0, 1.0","cig_stat, Totalredmeatadj, liver_comorbidity, race7, sex",0.0,0.09361863318458569,0.9361863318458568,1,310.2492711314916,2388,2388,0.13513513513513514,0.0008692842570870965,0,0,True
"0.0, [-959.9991,1680.2195299900002], [-959.9991,1680.0304033800003], 0.0","cig_stat, totalfolate_NDSRadj, Totalredmeatadj, panc_fh",0.0,0.863619876677548,0.863619876677548,1,307.0070000120104,9994,2421,0.10810810810810811,0.0008792986773026106,2381,2757,True
"[-959.9991,2979.6350005], 0.0, 0.0, 0.0, 1.0","total_GlyIndex, diabetes_f, asp, gallblad_f, sex",0.0,0.9096258932324506,0.9096258932324506,1,355.4183071652111,9994,2442,0.13513513513513514,0.001036062858580763,2164,2379,True
"1.0, [-959.9991,2979.6350005], [-959.9991,1749.9974964], 0.0, 1.0","cig_stat, total_GlyIndex, bmi_curr, gallblad_f, sex",0.0,0.8345724907063197,0.8345724907063197,1,301.2171160770795,9929,2509,0.13513513513513514,0.0008439771542928327,449,538,True
"[-959.9991,1916.1764991380735], 0.0","totalcarbadj, ibuppd",0.0,0.869254538431827,0.869254538431827,1,293.14203264704275,9994,2637,0.05405405405405406,0.000962052605306175,4501,5178,True
"[-959.9991,3599.9966249999998], 1.0, [-959.9991,2375.0744118], 0.0, 2.0","pack_years, diabetes_f, bmi_20, asp, sex",1.0,0.5535714285714286,0.5535714285714286,1,229.57872128739777,9992,2645,0.13513513513513514,0.0006492634270596455,31,56,True
1.0,race7,0.0,0.8565376186997808,0.8565376186997808,5,314.50595513398855,9994,2675,0.02702702702702703,0.004802188524976325,5863,6845,True
"[-959.9991,2976.02721927], [-959.9991,2979.6350005], 0.0, 0.0, 0.0, 1996.0, 1.0","total_fatadj, total_GlyIndex, diabetes_f, asp, gallblad_f, rndyear, sex",0.0,0.9163346613545816,0.9163346613545816,1,394.5176016292818,9976,2685,0.1891891891891892,0.0011053948297423822,460,502,True
"0.0, [-905.1647050000004,8495.662971887301], [-959.9991,5720.924539878896], 0.0, 1.0, 1997.0, 1.0","cig_stat, tot_Kcal, total_GlyIndex, panc_fh, race7, rndyear, sex",0.0,0.908284023668639,0.908284023668639,1,316.7681513511053,9881,2701,0.1891891891891892,0.000922032536712527,307,338,True
"[-959.9991,2784.24339578], 1.0, 1.0, 1.0","totalfolate_NDSRadj, asppd, race7, sex",0.0,0.9125085440874915,0.9125085440874915,1,311.16739062799985,9952,2721,0.10810810810810811,0.0008659914110217239,1335,1463,True
"[-959.9991,1919.9993838999999], 5.0, 1.0, 1.0","total_alcadj, educat, race7, sex",0.0,0.932420872540633,0.932420872540633,2,351.0472366495542,9955,2739,0.10810810810810811,0.0019671913181323886,1090,1169,True
"0.0, 0.0, 5.0, 1.0","ibuppd, gallblad_f, total_Marital, sex",0.0,0.9022556390977443,0.9022556390977443,2,298.3037120239014,9686,2777,0.10810810810810811,0.0016716282345953864,120,133,True
"[-959.9991,1296.23776425], [-959.9991,2979.6350005], 0.0, 0.0, 0.0","totalfolate_NDSRadj, total_GlyIndex, asp, asppd, gallblad_f",0.0,0.8650222678999657,0.8650222678999657,1,316.7233345491702,9994,2788,0.13513513513513514,0.0009843534962313168,2525,2919,True
"1.0, 0.0, 0.0","asp, ibuppd, gallblad_f",0.0,0.8696808510638298,0.8696808510638298,1,298.4585561816688,9972,2804,0.08108108108108109,0.0008874047027390612,1962,2256,True
"0.0, 0.0, 1.0","ibuppd, gallblad_f, sex",0.0,0.8920775079715477,0.8920775079715477,1,317.70877460753945,9994,2829,0.08108108108108109,0.0010046349477521774,3637,4077,True
"[-959.9991,2979.6350005], 0.0, 0.0, 0.0","total_GlyIndex, diabetes_f, asp, gallblad_f",0.0,0.8698288159771754,0.8698288159771754,1,351.94214114986033,9994,2834,0.10810810810810811,0.0010238880661100785,2439,2804,True
"[-959.9991,1776.0691848], 1.0, 1.0","totalcholadj, total_Marital, sex",0.0,0.9057148751805241,0.9057148751805241,1,327.1765257852944,9994,2846,0.08108108108108109,0.0010056624049848727,4390,4847,True
"[-959.9991,3510.99676], 0.0","age, agelevel",0.0,0.8593932322053676,0.8593932322053676,1,338.1839417019511,9976,2867,0.05405405405405406,0.0009504848604775766,1473,1714,True
"2.0, [-959.9991,3184.9266481133864], [-959.9991,1680.0304033800003], [-959.9991,2311.997885], 1.0, 1.0","cig_stat, total_GlyIndex, Totalredmeatadj, age, race7, total_Marital",0.0,0.8979289940828402,0.8979289940828402,1,341.9241014981054,9976,2867,0.16216216216216217,0.0010321640979966136,2428,2704,True
"[-959.9991,2979.6350005], 0.0, 0.0, 1.0, 1.0","total_GlyIndex, asp, asppd, agelevel, sex",0.0,0.9087759815242494,0.9087759815242494,1,327.63602046802714,9994,2882,0.13513513513513514,0.0009387592276823578,787,866,True
"2.0, [-905.1647050000004,8495.662971887301], [-959.9991,5720.924539878896], 0.0, 0.0, 1.0","cig_stat, tot_Kcal, total_GlyIndex, liver_comorbidity, agelevel, sex",0.0,0.9363484087102177,0.9363484087102177,1,370.79560223883806,9976,2914,0.16216216216216217,0.001064702707786271,559,597,True
"1.0, 1.0, 1.0","asppd, race7, sex",0.0,0.9049247606019152,0.9049247606019152,1,305.3295432301881,9952,2924,0.08108108108108109,0.000840433590915457,1323,1462,True
"[-959.9991,7790.046833293889], 0.0, 1.0, 9.0, 2.0","tot_Kcal, panc_fh, race7, center, sex",0.0,0.6951219512195121,0.6951219512195121,1,298.4984109945714,9811,2940,0.13513513513513514,0.0008363596423506843,57,82,True
"[-959.9991,1919.9993838999999], [-959.9991,1776.0691848], 0.0, 1.0, 1.0, 1.0","total_alcadj, totalcholadj, diabetes_f, fh_cancer, race7, sex",0.0,0.900375939849624,0.900375939849624,1,339.8796811185715,9952,2954,0.16216216216216217,0.0009865442690835118,2395,2660,True
"[-959.9991,3023.997165], [-959.9991,1296.23776425], [-959.9991,1680.0304033800003], [-959.9991,1609.9009732], 1997.0","pack_years, totalfolate_NDSRadj, Totalredmeatadj, bmi_curr, rndyear",0.0,0.887905604719764,0.887905604719764,1,311.9026679106038,9912,2964,0.13513513513513514,0.0009007316800733195,903,1017,True
"[-959.9991,1919.9993838999999], [-959.9991,2165.6406502], 1.0, 1.0","total_alcadj, total_GlyIndex, race7, sex",0.0,0.9111442971812581,0.9111442971812581,1,319.424297770898,9994,2969,0.10810810810810811,0.000994081879532482,4881,5357,True
"[-959.9991,3004.99721], [-959.9991,2562.997615], [-959.9991,4100.683000853142], 1.0","cig_stop, cig_years, bmi_curr, race7",0.0,0.8603723404255319,0.8603723404255319,1,351.8338937808579,9976,2989,0.10810810810810811,0.000998291936739643,3235,3760,True
"[-959.9991,1919.9993838999999], [-959.9991,1776.0691848], 0.0, 1.0","total_alcadj, totalcholadj, asp, race7",0.0,0.8656373193166885,0.8656373193166885,1,340.7576171408586,9994,3016,0.10810810810810811,0.0009847158119393458,2635,3044,True
"0.0, 5.0, 1996.0, 1.0","gallblad_f, total_Marital, rndyear, sex",0.0,1.0,1.0,3,357.26002285725946,9898,3053,0.10810810810810811,0.003003009603443372,32,32,True
"[-959.9991,1919.9993838999999], [-959.9991,2979.6350005], 1.0, 1.0, 1.0, 1.0","total_alcadj, total_GlyIndex, fh_cancer, asp, race7, sex",0.0,0.8979987088444158,0.8979987088444158,1,328.5632003776327,9952,3081,0.16216216216216217,0.0009469098546421392,1391,1549,True
"[1917.2638242226121,2979.6350005], 1.0","total_GlyIndex, sex",0.0,0.09457233876299814,0.9457233876299813,1,366.69778894032606,3095,3095,0.05405405405405406,0.001027446781331427,0,0,True
"[3472.6391052901645,5398.62347], [-959.9991,1536.13934535], [-959.9991,2784.31326302], 0.0","tot_Kcal, totalcarbadj, totalCALCIUMadj, liver_comorbidity",0.0,0.8995535714285714,0.8995535714285714,1,337.53849734589465,9952,3108,0.10810810810810811,0.0009457456606860596,403,448,True
"2.0, [-959.9991,-883.9749319938078], [-959.9991,2979.6350005], 1.0, 1.0","cig_stat, total_alcadj, total_GlyIndex, fh_cancer, sex",0.0,0.09255033557046981,0.925503355704698,1,358.2496318051084,3123,3123,0.13513513513513514,0.0010037759763291802,0,0,True
"[3472.6391052901645,5398.62347], [-959.9991,1536.13934535], [-959.9991,1824.08913458], [-959.9991,2784.31326302], 0.0","tot_Kcal, totalcarbadj, totalcholadj, totalCALCIUMadj, liver_comorbidity",0.0,0.899103139013453,0.899103139013453,1,337.53849734589465,9952,3147,0.13513513513513514,0.0009457456606860596,401,446,True
"[-959.9991,1975.0183414], 0.0, 1.0, 1.0","total_GlyIndex, panc_fh, race7, sex",0.0,0.912782266418065,0.912782266418065,1,319.4211355909562,9994,3158,0.10810810810810811,0.0009940602484787443,4406,4827,True
"[-959.9991,1296.23776425], [-959.9991,1609.9009732], [-959.9991,1410.3271774], 1.0","totalfolate_NDSRadj, bmi_curr, bmi_20, race7",0.0,0.8741710875331565,0.8741710875331565,1,314.53209244091113,9994,3193,0.10810810810810811,0.0009606164985810224,5273,6032,True
